Year,Area,ANZSIC06,Measure,Value,Flags
"2018","Canterbury Region","C111100 Meat Processing","Geographic Units",36,
"2018","Canterbury Region","C111100 Meat Processing","Employee Count",3800,
"2018","Canterbury Region","C111200 Poultry Processing","Geographic Units",6,
"2018","Canterbury Region","C111200 Poultry Processing","Employee Count",760,
"2018","Canterbury Region","C111300 Cured Meat and Smallgoods Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C111300 Cured Meat and Smallgoods Manufacturing","Employee Count",670,
"2018","Canterbury Region","C112000 Seafood Processing","Geographic Units",18,
"2018","Canterbury Region","C112000 Seafood Processing","Employee Count",640,
"2018","Canterbury Region","C113100 Milk and Cream Processing","Geographic Units",6,
"2018","Canterbury Region","C113100 Milk and Cream Processing","Employee Count",400,
"2018","Canterbury Region","C113200 Ice Cream Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C113200 Ice Cream Manufacturing","Employee Count",0,
"2018","Canterbury Region","C113300 Cheese and Other Dairy Product Manufacturing","Geographic Units",18,
"2018","Canterbury Region","C113300 Cheese and Other Dairy Product Manufacturing","Employee Count",1950,
"2018","Canterbury Region","C114000 Fruit and Vegetable Processing","Geographic Units",18,
"2018","Canterbury Region","C114000 Fruit and Vegetable Processing","Employee Count",1000,
"2018","Canterbury Region","C115000 Oil and Fat Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C115000 Oil and Fat Manufacturing","Employee Count",35,
"2018","Canterbury Region","C116100 Grain Mill Product Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C116100 Grain Mill Product Manufacturing","Employee Count",140,
"2018","Canterbury Region","C116200 Cereal, Pasta and Baking Mix Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C116200 Cereal, Pasta and Baking Mix Manufacturing","Employee Count",25,
"2018","Canterbury Region","C117100 Bread Manufacturing (Factory based)","Geographic Units",27,
"2018","Canterbury Region","C117100 Bread Manufacturing (Factory based)","Employee Count",750,
"2018","Canterbury Region","C117200 Cake and Pastry Manufacturing (Factory based)","Geographic Units",18,
"2018","Canterbury Region","C117200 Cake and Pastry Manufacturing (Factory based)","Employee Count",320,
"2018","Canterbury Region","C117300 Biscuit Manufacturing (Factory based)","Geographic Units",6,
"2018","Canterbury Region","C117300 Biscuit Manufacturing (Factory based)","Employee Count",340,
"2018","Canterbury Region","C117400 Bakery Product Manufacturing (Non-factory based)","Geographic Units",99,
"2018","Canterbury Region","C117400 Bakery Product Manufacturing (Non-factory based)","Employee Count",750,
"2018","Canterbury Region","C118200 Confectionery Manufacturing","Geographic Units",9,
"2018","Canterbury Region","C118200 Confectionery Manufacturing","Employee Count",45,
"2018","Canterbury Region","C119100 Potato, Corn and Other Crisp Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C119100 Potato, Corn and Other Crisp Manufacturing","Employee Count",25,
"2018","Canterbury Region","C119200 Prepared Animal and Bird Feed Manufacturing","Geographic Units",36,
"2018","Canterbury Region","C119200 Prepared Animal and Bird Feed Manufacturing","Employee Count",270,
"2018","Canterbury Region","C119900 Other Food Product Manufacturing n.e.c.","Geographic Units",81,
"2018","Canterbury Region","C119900 Other Food Product Manufacturing n.e.c.","Employee Count",440,
"2018","Canterbury Region","C121100 Soft Drink, Cordial and Syrup Manufacturing","Geographic Units",15,
"2018","Canterbury Region","C121100 Soft Drink, Cordial and Syrup Manufacturing","Employee Count",210,
"2018","Canterbury Region","C121200 Beer Manufacturing","Geographic Units",27,
"2018","Canterbury Region","C121200 Beer Manufacturing","Employee Count",190,
"2018","Canterbury Region","C121300 Spirit Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C121300 Spirit Manufacturing","Employee Count",35,
"2018","Canterbury Region","C121400 Wine and Other Alcoholic Beverage Manufacturing","Geographic Units",45,
"2018","Canterbury Region","C121400 Wine and Other Alcoholic Beverage Manufacturing","Employee Count",250,
"2018","Canterbury Region","C122000 Cigarette and Tobacco Product Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C122000 Cigarette and Tobacco Product Manufacturing","Employee Count",9,
"2018","Canterbury Region","C131100 Wool Scouring","Geographic Units",6,
"2018","Canterbury Region","C131100 Wool Scouring","Employee Count",80,
"2018","Canterbury Region","C131200 Natural Textile Manufacturing","Geographic Units",9,
"2018","Canterbury Region","C131200 Natural Textile Manufacturing","Employee Count",85,
"2018","Canterbury Region","C131300 Synthetic Fibre Textile Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C131300 Synthetic Fibre Textile Manufacturing","Employee Count",12,
"2018","Canterbury Region","C132000 Leather Tanning, Fur Dressing and Leather Product Manufacturing","Geographic Units",18,
"2018","Canterbury Region","C132000 Leather Tanning, Fur Dressing and Leather Product Manufacturing","Employee Count",380,
"2018","Canterbury Region","C133100 Textile Floor Covering Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C133100 Textile Floor Covering Manufacturing","Employee Count",9,
"2018","Canterbury Region","C133200 Rope, Cordage and Twine Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C133200 Rope, Cordage and Twine Manufacturing","Employee Count",25,
"2018","Canterbury Region","C133300 Cut and Sewn Textile Product Manufacturing","Geographic Units",75,
"2018","Canterbury Region","C133300 Cut and Sewn Textile Product Manufacturing","Employee Count",270,
"2018","Canterbury Region","C133400 Textile Finishing and Other Textile Product Manufacturing","Geographic Units",15,
"2018","Canterbury Region","C133400 Textile Finishing and Other Textile Product Manufacturing","Employee Count",25,
"2018","Canterbury Region","C134000 Knitted Product Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C134000 Knitted Product Manufacturing","Employee Count",200,
"2018","Canterbury Region","C135100 Clothing Manufacturing","Geographic Units",75,
"2018","Canterbury Region","C135100 Clothing Manufacturing","Employee Count",370,
"2018","Canterbury Region","C135200 Footwear Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C135200 Footwear Manufacturing","Employee Count",3,
"2018","Canterbury Region","C141100 Log Sawmilling","Geographic Units",33,
"2018","Canterbury Region","C141100 Log Sawmilling","Employee Count",280,
"2018","Canterbury Region","C141200 Wood Chipping","Geographic Units",3,
"2018","Canterbury Region","C141200 Wood Chipping","Employee Count",6,
"2018","Canterbury Region","C141300 Timber Resawing and Dressing","Geographic Units",18,
"2018","Canterbury Region","C141300 Timber Resawing and Dressing","Employee Count",360,
"2018","Canterbury Region","C149100 Prefabricated Wooden Building Manufacturing","Geographic Units",18,
"2018","Canterbury Region","C149100 Prefabricated Wooden Building Manufacturing","Employee Count",130,
"2018","Canterbury Region","C149200 Wooden Structural Fitting and Component Manufacturing","Geographic Units",135,
"2018","Canterbury Region","C149200 Wooden Structural Fitting and Component Manufacturing","Employee Count",1050,
"2018","Canterbury Region","C149300 Veneer and Plywood Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C149300 Veneer and Plywood Manufacturing","Employee Count",12,
"2018","Canterbury Region","C149400 Reconstituted Wood Product Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C149400 Reconstituted Wood Product Manufacturing","Employee Count",160,
"2018","Canterbury Region","C149900 Other Wood Product Manufacturing n.e.c.","Geographic Units",66,
"2018","Canterbury Region","C149900 Other Wood Product Manufacturing n.e.c.","Employee Count",260,
"2018","Canterbury Region","C151000 Pulp, Paper and Paperboard Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C151000 Pulp, Paper and Paperboard Manufacturing","Employee Count",15,
"2018","Canterbury Region","C152100 Corrugated Paperboard and Paperboard Container Manufacturing","Geographic Units",9,
"2018","Canterbury Region","C152100 Corrugated Paperboard and Paperboard Container Manufacturing","Employee Count",330,
"2018","Canterbury Region","C152300 Paper Stationery Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C152300 Paper Stationery Manufacturing","Employee Count",3,
"2018","Canterbury Region","C152900 Other Converted Paper Product Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C152900 Other Converted Paper Product Manufacturing","Employee Count",12,
"2018","Canterbury Region","C161100 Printing","Geographic Units",108,
"2018","Canterbury Region","C161100 Printing","Employee Count",930,
"2018","Canterbury Region","C161200 Printing Support Services","Geographic Units",21,
"2018","Canterbury Region","C161200 Printing Support Services","Employee Count",40,
"2018","Canterbury Region","C162000 Reproduction of Recorded Media","Geographic Units",6,
"2018","Canterbury Region","C162000 Reproduction of Recorded Media","Employee Count",6,
"2018","Canterbury Region","C170100 Petroleum Refining and Petroleum Fuel Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C170100 Petroleum Refining and Petroleum Fuel Manufacturing","Employee Count",0,
"2018","Canterbury Region","C170900 Other Petroleum and Coal Product Manufacturing","Geographic Units",9,
"2018","Canterbury Region","C170900 Other Petroleum and Coal Product Manufacturing","Employee Count",55,
"2018","Canterbury Region","C181100 Industrial Gas Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C181100 Industrial Gas Manufacturing","Employee Count",35,
"2018","Canterbury Region","C181200 Basic Organic Chemical Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C181200 Basic Organic Chemical Manufacturing","Employee Count",3,
"2018","Canterbury Region","C181300 Basic Inorganic Chemical Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C181300 Basic Inorganic Chemical Manufacturing","Employee Count",3,
"2018","Canterbury Region","C182100 Synthetic Resin and Synthetic Rubber Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C182100 Synthetic Resin and Synthetic Rubber Manufacturing","Employee Count",55,
"2018","Canterbury Region","C182900 Other Basic Polymer Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C182900 Other Basic Polymer Manufacturing","Employee Count",40,
"2018","Canterbury Region","C183100 Fertiliser Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C183100 Fertiliser Manufacturing","Employee Count",130,
"2018","Canterbury Region","C183200 Pesticide Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C183200 Pesticide Manufacturing","Employee Count",45,
"2018","Canterbury Region","C184100 Human Pharmaceutical and Medicinal Product Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C184100 Human Pharmaceutical and Medicinal Product Manufacturing","Employee Count",190,
"2018","Canterbury Region","C184200 Veterinary Pharmaceutical and Medicinal Product Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C184200 Veterinary Pharmaceutical and Medicinal Product Manufacturing","Employee Count",110,
"2018","Canterbury Region","C185100 Cleaning Compound Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C185100 Cleaning Compound Manufacturing","Employee Count",150,
"2018","Canterbury Region","C185200 Cosmetic and Toiletry Preparation Manufacturing","Geographic Units",15,
"2018","Canterbury Region","C185200 Cosmetic and Toiletry Preparation Manufacturing","Employee Count",140,
"2018","Canterbury Region","C189200 Explosives Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C189200 Explosives Manufacturing","Employee Count",0,
"2018","Canterbury Region","C189900 Other Basic Chemical Product Manufacturing n.e.c.","Geographic Units",12,
"2018","Canterbury Region","C189900 Other Basic Chemical Product Manufacturing n.e.c.","Employee Count",45,
"2018","Canterbury Region","C191100 Polymer Film and Sheet Packaging Material Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C191100 Polymer Film and Sheet Packaging Material Manufacturing","Employee Count",370,
"2018","Canterbury Region","C191200 Rigid and Semi-Rigid Polymer Product Manufacturing","Geographic Units",33,
"2018","Canterbury Region","C191200 Rigid and Semi-Rigid Polymer Product Manufacturing","Employee Count",380,
"2018","Canterbury Region","C191300 Polymer Foam Product Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C191300 Polymer Foam Product Manufacturing","Employee Count",45,
"2018","Canterbury Region","C191400 Tyre Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C191400 Tyre Manufacturing","Employee Count",45,
"2018","Canterbury Region","C191600 Paint and Coatings Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C191600 Paint and Coatings Manufacturing","Employee Count",50,
"2018","Canterbury Region","C191900 Other Polymer Product Manufacturing","Geographic Units",33,
"2018","Canterbury Region","C191900 Other Polymer Product Manufacturing","Employee Count",280,
"2018","Canterbury Region","C192000 Natural Rubber Product Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C192000 Natural Rubber Product Manufacturing","Employee Count",240,
"2018","Canterbury Region","C201000 Glass and Glass Product Manufacturing","Geographic Units",33,
"2018","Canterbury Region","C201000 Glass and Glass Product Manufacturing","Employee Count",560,
"2018","Canterbury Region","C202100 Clay Brick Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C202100 Clay Brick Manufacturing","Employee Count",15,
"2018","Canterbury Region","C202900 Other Ceramic Product Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C202900 Other Ceramic Product Manufacturing","Employee Count",55,
"2018","Canterbury Region","C203100 Cement and Lime Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C203100 Cement and Lime Manufacturing","Employee Count",18,
"2018","Canterbury Region","C203200 Plaster Product Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C203200 Plaster Product Manufacturing","Employee Count",75,
"2018","Canterbury Region","C203300 Ready-Mixed Concrete Manufacturing","Geographic Units",30,
"2018","Canterbury Region","C203300 Ready-Mixed Concrete Manufacturing","Employee Count",410,
"2018","Canterbury Region","C203400 Concrete Product Manufacturing","Geographic Units",36,
"2018","Canterbury Region","C203400 Concrete Product Manufacturing","Employee Count",400,
"2018","Canterbury Region","C209000 Other Non-Metallic Mineral Product Manufacturing","Geographic Units",24,
"2018","Canterbury Region","C209000 Other Non-Metallic Mineral Product Manufacturing","Employee Count",120,
"2018","Canterbury Region","C211000 Iron Smelting and Steel Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C211000 Iron Smelting and Steel Manufacturing","Employee Count",85,
"2018","Canterbury Region","C212100 Iron and Steel Casting","Geographic Units",6,
"2018","Canterbury Region","C212100 Iron and Steel Casting","Employee Count",6,
"2018","Canterbury Region","C212200 Steel Pipe and Tube Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C212200 Steel Pipe and Tube Manufacturing","Employee Count",35,
"2018","Canterbury Region","C213200 Aluminium Smelting","Geographic Units",0,
"2018","Canterbury Region","C213200 Aluminium Smelting","Employee Count",21,
"2018","Canterbury Region","C213900 Other Basic Non-Ferrous Metal Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C213900 Other Basic Non-Ferrous Metal Manufacturing","Employee Count",200,
"2018","Canterbury Region","C214100 Non-Ferrous Metal Casting","Geographic Units",6,
"2018","Canterbury Region","C214100 Non-Ferrous Metal Casting","Employee Count",12,
"2018","Canterbury Region","C214200 Aluminium Rolling, Drawing, Extruding","Geographic Units",3,
"2018","Canterbury Region","C214200 Aluminium Rolling, Drawing, Extruding","Employee Count",30,
"2018","Canterbury Region","C214900 Other Basic Non-Ferrous Metal Product Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C214900 Other Basic Non-Ferrous Metal Product Manufacturing","Employee Count",0,
"2018","Canterbury Region","C221000 Iron and Steel Forging","Geographic Units",3,
"2018","Canterbury Region","C221000 Iron and Steel Forging","Employee Count",9,
"2018","Canterbury Region","C222100 Structural Steel Fabricating","Geographic Units",48,
"2018","Canterbury Region","C222100 Structural Steel Fabricating","Employee Count",550,
"2018","Canterbury Region","C222200 Prefabricated Metal Building Manufacturing","Geographic Units",18,
"2018","Canterbury Region","C222200 Prefabricated Metal Building Manufacturing","Employee Count",170,
"2018","Canterbury Region","C222300 Architectural Aluminium Product Manufacturing","Geographic Units",66,
"2018","Canterbury Region","C222300 Architectural Aluminium Product Manufacturing","Employee Count",880,
"2018","Canterbury Region","C222400 Metal Roof and Guttering Manufacturing (except Aluminium)","Geographic Units",12,
"2018","Canterbury Region","C222400 Metal Roof and Guttering Manufacturing (except Aluminium)","Employee Count",210,
"2018","Canterbury Region","C222900 Other Structural Metal Product Manufacturing","Geographic Units",30,
"2018","Canterbury Region","C222900 Other Structural Metal Product Manufacturing","Employee Count",280,
"2018","Canterbury Region","C223100 Boiler, Tank and Other Heavy Gauge Metal Container Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C223100 Boiler, Tank and Other Heavy Gauge Metal Container Manufacturing","Employee Count",45,
"2018","Canterbury Region","C223900 Other Metal Container Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C223900 Other Metal Container Manufacturing","Employee Count",40,
"2018","Canterbury Region","C224000 Other Sheet Metal Product Manufacturing","Geographic Units",51,
"2018","Canterbury Region","C224000 Other Sheet Metal Product Manufacturing","Employee Count",590,
"2018","Canterbury Region","C229100 Spring and Wire Product Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C229100 Spring and Wire Product Manufacturing","Employee Count",180,
"2018","Canterbury Region","C229200 Nut, Bolt, Screw and Rivet Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C229200 Nut, Bolt, Screw and Rivet Manufacturing","Employee Count",15,
"2018","Canterbury Region","C229300 Metal Coating and Finishing","Geographic Units",51,
"2018","Canterbury Region","C229300 Metal Coating and Finishing","Employee Count",190,
"2018","Canterbury Region","C229900 Other Fabricated Metal Product Manufacturing n.e.c.","Geographic Units",135,
"2018","Canterbury Region","C229900 Other Fabricated Metal Product Manufacturing n.e.c.","Employee Count",760,
"2018","Canterbury Region","C231100 Motor Vehicle Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C231100 Motor Vehicle Manufacturing","Employee Count",35,
"2018","Canterbury Region","C231200 Motor Vehicle Body and Trailer Manufacturing","Geographic Units",57,
"2018","Canterbury Region","C231200 Motor Vehicle Body and Trailer Manufacturing","Employee Count",480,
"2018","Canterbury Region","C231300 Automotive Electrical Component Manufacturing","Geographic Units",0,
"2018","Canterbury Region","C231300 Automotive Electrical Component Manufacturing","Employee Count",3,
"2018","Canterbury Region","C231900 Other Motor Vehicle Parts Manufacturing","Geographic Units",33,
"2018","Canterbury Region","C231900 Other Motor Vehicle Parts Manufacturing","Employee Count",210,
"2018","Canterbury Region","C239100 Shipbuilding and Repair Services","Geographic Units",3,
"2018","Canterbury Region","C239100 Shipbuilding and Repair Services","Employee Count",120,
"2018","Canterbury Region","C239200 Boatbuilding and Repair Services","Geographic Units",36,
"2018","Canterbury Region","C239200 Boatbuilding and Repair Services","Employee Count",60,
"2018","Canterbury Region","C239300 Railway Rolling Stock Manufacturing and Repair Services","Geographic Units",3,
"2018","Canterbury Region","C239300 Railway Rolling Stock Manufacturing and Repair Services","Employee Count",170,
"2018","Canterbury Region","C239400 Aircraft Manufacturing and Repair Services","Geographic Units",36,
"2018","Canterbury Region","C239400 Aircraft Manufacturing and Repair Services","Employee Count",1650,
"2018","Canterbury Region","C239900 Other Transport Equipment Manufacturing n.e.c.","Geographic Units",9,
"2018","Canterbury Region","C239900 Other Transport Equipment Manufacturing n.e.c.","Employee Count",65,
"2018","Canterbury Region","C241100 Photographic, Optical and Ophthalmic Equipment Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C241100 Photographic, Optical and Ophthalmic Equipment Manufacturing","Employee Count",65,
"2018","Canterbury Region","C241200 Medical and Surgical Equipment Manufacturing","Geographic Units",39,
"2018","Canterbury Region","C241200 Medical and Surgical Equipment Manufacturing","Employee Count",180,
"2018","Canterbury Region","C241900 Other Professional and Scientific Equipment Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C241900 Other Professional and Scientific Equipment Manufacturing","Employee Count",110,
"2018","Canterbury Region","C242100 Computer and Electronic Office Equipment Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C242100 Computer and Electronic Office Equipment Manufacturing","Employee Count",21,
"2018","Canterbury Region","C242200 Communication Equipment Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C242200 Communication Equipment Manufacturing","Employee Count",680,
"2018","Canterbury Region","C242900 Other Electronic Equipment Manufacturing","Geographic Units",39,
"2018","Canterbury Region","C242900 Other Electronic Equipment Manufacturing","Employee Count",490,
"2018","Canterbury Region","C243100 Electric Cable and Wire Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C243100 Electric Cable and Wire Manufacturing","Employee Count",3,
"2018","Canterbury Region","C243200 Electric Lighting Equipment Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C243200 Electric Lighting Equipment Manufacturing","Employee Count",100,
"2018","Canterbury Region","C243900 Other Electrical Equipment Manufacturing","Geographic Units",24,
"2018","Canterbury Region","C243900 Other Electrical Equipment Manufacturing","Employee Count",500,
"2018","Canterbury Region","C244900 Other Domestic Appliance Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C244900 Other Domestic Appliance Manufacturing","Employee Count",18,
"2018","Canterbury Region","C245100 Pumps and Compressor Manufacturing","Geographic Units",3,
"2018","Canterbury Region","C245100 Pumps and Compressor Manufacturing","Employee Count",25,
"2018","Canterbury Region","C245200 Fixed Space Heating, Cooling and Ventilation Equipment Manufacturing","Geographic Units",9,
"2018","Canterbury Region","C245200 Fixed Space Heating, Cooling and Ventilation Equipment Manufacturing","Employee Count",390,
"2018","Canterbury Region","C246100 Agricultural Machinery and Equipment Manufacturing","Geographic Units",48,
"2018","Canterbury Region","C246100 Agricultural Machinery and Equipment Manufacturing","Employee Count",500,
"2018","Canterbury Region","C246200 Mining and Construction Machinery Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C246200 Mining and Construction Machinery Manufacturing","Employee Count",25,
"2018","Canterbury Region","C246300 Machine Tool and Parts Manufacturing","Geographic Units",27,
"2018","Canterbury Region","C246300 Machine Tool and Parts Manufacturing","Employee Count",280,
"2018","Canterbury Region","C246900 Other Specialised Machinery and Equipment Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C246900 Other Specialised Machinery and Equipment Manufacturing","Employee Count",12,
"2018","Canterbury Region","C249100 Lifting and Material Handling Equipment Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C249100 Lifting and Material Handling Equipment Manufacturing","Employee Count",150,
"2018","Canterbury Region","C249900 Other Machinery and Equipment Manufacturing n.e.c.","Geographic Units",351,
"2018","Canterbury Region","C249900 Other Machinery and Equipment Manufacturing n.e.c.","Employee Count",1850,
"2018","Canterbury Region","C251100 Wooden Furniture and Upholstered Seat Manufacturing","Geographic Units",171,
"2018","Canterbury Region","C251100 Wooden Furniture and Upholstered Seat Manufacturing","Employee Count",590,
"2018","Canterbury Region","C251200 Metal Furniture Manufacturing","Geographic Units",12,
"2018","Canterbury Region","C251200 Metal Furniture Manufacturing","Employee Count",95,
"2018","Canterbury Region","C251300 Mattress Manufacturing","Geographic Units",6,
"2018","Canterbury Region","C251300 Mattress Manufacturing","Employee Count",110,
"2018","Canterbury Region","C251900 Other Furniture Manufacturing","Geographic Units",27,
"2018","Canterbury Region","C251900 Other Furniture Manufacturing","Employee Count",130,
"2018","Canterbury Region","C259100 Jewellery and Silverware Manufacturing","Geographic Units",39,
"2018","Canterbury Region","C259100 Jewellery and Silverware Manufacturing","Employee Count",60,
"2018","Canterbury Region","C259200 Toy, Sporting and Recreational Product Manufacturing","Geographic Units",36,
"2018","Canterbury Region","C259200 Toy, Sporting and Recreational Product Manufacturing","Employee Count",100,
"2018","Canterbury Region","C259900 Other Manufacturing n.e.c.","Geographic Units",69,
"2018","Canterbury Region","C259900 Other Manufacturing n.e.c.","Employee Count",210,
"2018","Canterbury Region","D261100 Fossil Fuel Electricity Generation","Geographic Units",0,
"2018","Canterbury Region","D261100 Fossil Fuel Electricity Generation","Employee Count",12,
"2018","Canterbury Region","D261200 Hydro-electricity Generation","Geographic Units",6,
"2018","Canterbury Region","D261200 Hydro-electricity Generation","Employee Count",95,
"2018","Canterbury Region","D261900 Other Electricity Generation","Geographic Units",3,
"2018","Canterbury Region","D261900 Other Electricity Generation","Employee Count",6,
"2018","Canterbury Region","D262000 Electricity Transmission","Geographic Units",3,
"2018","Canterbury Region","D262000 Electricity Transmission","Employee Count",65,
"2018","Canterbury Region","D263000 Electricity Distribution","Geographic Units",6,
"2018","Canterbury Region","D263000 Electricity Distribution","Employee Count",540,
"2018","Canterbury Region","D264000 On Selling Electricity and Electricity Market Operation","Geographic Units",6,
"2018","Canterbury Region","D264000 On Selling Electricity and Electricity Market Operation","Employee Count",340,
"2018","Canterbury Region","D270000 Gas Supply","Geographic Units",3,
"2018","Canterbury Region","D270000 Gas Supply","Employee Count",80,
"2018","Canterbury Region","D281100 Water Supply","Geographic Units",18,
"2018","Canterbury Region","D281100 Water Supply","Employee Count",60,
"2018","Canterbury Region","D281200 Sewerage and Drainage Services","Geographic Units",6,
"2018","Canterbury Region","D281200 Sewerage and Drainage Services","Employee Count",35,
"2018","Canterbury Region","D291100 Solid Waste Collection Services","Geographic Units",69,
"2018","Canterbury Region","D291100 Solid Waste Collection Services","Employee Count",220,
"2018","Canterbury Region","D291900 Other Waste Collection Services","Geographic Units",12,
"2018","Canterbury Region","D291900 Other Waste Collection Services","Employee Count",18,
"2018","Canterbury Region","D292100 Waste Treatment and Disposal Services","Geographic Units",36,
"2018","Canterbury Region","D292100 Waste Treatment and Disposal Services","Employee Count",420,
"2018","Canterbury Region","D292200 Waste Remediation and Materials Recovery Services","Geographic Units",45,
"2018","Canterbury Region","D292200 Waste Remediation and Materials Recovery Services","Employee Count",270,
"2018","Canterbury Region","E301100 House Construction","Geographic Units",2502,
"2018","Canterbury Region","E301100 House Construction","Employee Count",5400,
"2018","Canterbury Region","E301900 Other Residential Building Construction","Geographic Units",387,
"2018","Canterbury Region","E301900 Other Residential Building Construction","Employee Count",550,
"2018","Canterbury Region","E302000 Non-Residential Building Construction","Geographic Units",258,
"2018","Canterbury Region","E302000 Non-Residential Building Construction","Employee Count",2350,
"2018","Canterbury Region","E310100 Road and Bridge Construction","Geographic Units",105,
"2018","Canterbury Region","E310100 Road and Bridge Construction","Employee Count",3350,
"2018","Canterbury Region","E310900 Other Heavy and Civil Engineering Construction","Geographic Units",216,
"2018","Canterbury Region","E310900 Other Heavy and Civil Engineering Construction","Employee Count",2800,
"2018","Canterbury Region","E321100 Land Development and Subdivision","Geographic Units",258,
"2018","Canterbury Region","E321100 Land Development and Subdivision","Employee Count",100,
"2018","Canterbury Region","E321200 Site Preparation Services","Geographic Units",333,
"2018","Canterbury Region","E321200 Site Preparation Services","Employee Count",2150,
"2018","Canterbury Region","E322100 Concreting Services","Geographic Units",192,
"2018","Canterbury Region","E322100 Concreting Services","Employee Count",860,
"2018","Canterbury Region","E322200 Bricklaying Services","Geographic Units",225,
"2018","Canterbury Region","E322200 Bricklaying Services","Employee Count",360,
"2018","Canterbury Region","E322300 Roofing Services","Geographic Units",195,
"2018","Canterbury Region","E322300 Roofing Services","Employee Count",520,
"2018","Canterbury Region","E322400 Structural Steel Erection Services","Geographic Units",54,
"2018","Canterbury Region","E322400 Structural Steel Erection Services","Employee Count",210,
"2018","Canterbury Region","E323100 Plumbing Services","Geographic Units",498,
"2018","Canterbury Region","E323100 Plumbing Services","Employee Count",1600,
"2018","Canterbury Region","E323200 Electrical Services","Geographic Units",783,
"2018","Canterbury Region","E323200 Electrical Services","Employee Count",2400,
"2018","Canterbury Region","E323300 Air Conditioning and Heating Services","Geographic Units",129,
"2018","Canterbury Region","E323300 Air Conditioning and Heating Services","Employee Count",930,
"2018","Canterbury Region","E323400 Fire and Security Alarm Installation Services","Geographic Units",69,
"2018","Canterbury Region","E323400 Fire and Security Alarm Installation Services","Employee Count",520,
"2018","Canterbury Region","E323900 Other Building Installation Services","Geographic Units",120,
"2018","Canterbury Region","E323900 Other Building Installation Services","Employee Count",430,
"2018","Canterbury Region","E324100 Plastering and Ceiling Services","Geographic Units",399,
"2018","Canterbury Region","E324100 Plastering and Ceiling Services","Employee Count",920,
"2018","Canterbury Region","E324200 Carpentry Services","Geographic Units",234,
"2018","Canterbury Region","E324200 Carpentry Services","Employee Count",300,
"2018","Canterbury Region","E324300 Tiling and Carpeting Services","Geographic Units",375,
"2018","Canterbury Region","E324300 Tiling and Carpeting Services","Employee Count",570,
